position;castle_code;tags;castle_name;country;land;gebied;area;place;region;region_code;Latitude;Longitude;maps;stichter;founder;era;kasteel_type;castle_type;ct_code;kasteel_concept;castle_concept;cc_code;conditie;condition;c_code;opmerkelijk;remarkable;beschrijving;description;website;score_total;score_visitors;visitors;position_ref;score_ref;score_visitors_calculated;bezocht;score_alg;score_country;Description2;Name
27;hohensalzburg;hohensalzburg;Festung Hohensalzburg;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Salzburg;Salzburg;salzburg;47,794967;13,047256;8530392718159601915;Archbishop Gebhard I von Helffenstein ;Archbishop Gebhard I von Helffenstein ;11;Rotskasteel;Rock castle;2;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;Het kasteel is aanzienlijk uitgebreid in de 14de eeuw door Archbishop Burkhard von Weisspriach.;Het kasteel is aanzienlijk uitgebreid in de 14de eeuw door Archbishop Burkhard von Weisspriach.;http://www.hohensalzburg.com/;756,0254891;7,853658537;286;37;427,4917358;842,5658537;;598,4884301;0;<b>Festung Hohensalzburg</b><br><br><img src='http://www.topcastles.com/images/large/hohensalzburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=hohensalzburg<br><br>27. Festung Hohensalzburg<br>Country: Austria<br>Region: Salzburg<br>Place: Salzburg;Festung Hohensalzburg
28;visegrad;Visegrád;Visegrád vár (Plintenburg);Hungary;Hongarije;Oost Europa, Balkan;Eastern Europe, Balkans;Visegrád;Közép Magyarország (Central Hungary);kozep;47,793741;18,980384;1592109743010696315;;;;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;http://mars.elte.hu/varak/visegrad/visegrad.htm?rom=483;746,9034838;7,409722222;143;29;457,9081919;769,5722222;;557,0714686;336;<b>Visegrád vár (Plintenburg)</b><br><br><img src='http://www.topcastles.com/images/large/visegrad.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=visegrad<br><br>28. Visegrád vár (Plintenburg)<br>Country: Hungary<br>Region: Közép Magyarország (Central Hungary)<br>Place: Visegrád;Visegrád vár (Plintenburg)
29;spissky;Spišský;Spišský Hrad (Zips, Scepus);Slovakia;Slowakije;Oost Europa;Eastern Europe;Žehra;Spiš;spis;48,999493;20,768816;12001625146638820552;Koning Belo IV;King Belo IV;11;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;In het hoogste deel van de burcht bevinden zich restanten van een 12de-eeuwse toren en bevindt zich een 15de-eeuws gotisch paleis.;In het hoogste deel van de burcht bevinden zich restanten van een 12de-eeuwse toren en bevindt zich een 15de-eeuws gotisch paleis.;http://www.spisskyhrad.sk/en.html;742,8382394;8,575289575;517;71;347,0819563;960,9289575;;373,9147388;448;<b>Spišský Hrad (Zips, Scepus)</b><br><br><img src='http://www.topcastles.com/images/large/spissky.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=spissky<br><br>29. Spišský Hrad (Zips, Scepus)<br>Country: Slovakia<br>Region: Spiš<br>Place: Žehra;Spišský Hrad (Zips, Scepus)
30;avignon;avignon;Avignon (Palais des Papes);France;Frankrijk;;;Avignon;Provence-Alpes-Côte-d'Azur;provence;43,95060255;4,807391444;;Paus Johannes XXII;Paus Johannes XXII;13;Stadsburcht;City castle;5;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;De constructie bestaat uit een oud en een nieuw pauselijk paleis verdedigd door hoge weermuren met vierkante hoektorens.;De constructie bestaat uit een oud en een nieuw pauselijk paleis verdedigd door hoge weermuren met vierkante hoektorens.;http://www.palais-des-papes.com/anglais/index.html;731,8206535;7,448484848;164;34;436,662679;777,6484848;2011;611,3277505;0;<b>Avignon (Palais des Papes)</b><br><br><img src='http://www.topcastles.com/images/large/avignon.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=avignon<br><br>30. Avignon (Palais des Papes)<br>Country: France<br>Region: Provence-Alpes-Côte-d'Azur<br>Place: Avignon;Avignon (Palais des Papes)
31;bran;bran;Castelul Bran (Toerzburg);Rumania;Roemenië;Oost Europa, Balkan;Eastern Europe, Balkans;Brasov;Transylvanië (Siebenbürgen);transylvania;45,515053;25,366917;;Koning Ludovic I D'Anjou van Hongarije;King Ludovic I D'Anjou of Hongarije;14;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Intakt;Intact;1;Vlad Tepes, die Bram Stoker inspireerde voor zijn Graaf Dracula, zou hier in de 15de eeuw gevangen zijn gehouden. Het echte kasteel van Vlad de spietser is een ruine in Vallachia: Poenari.;Vlad Tepes, die Bram Stoker inspireerde voor zijn Graaf Dracula, zou hier in de 15de eeuw gevangen zijn gehouden. Het echte kasteel van Vlad de spietser is een ruine in Vallachia: Poenari.;;;http://www.brancastlemuseum.ro;727,811414;8,447257384;236;57;368,7206053;891,9257384;;404,2088474;448;<b>Castelul Bran (Toerzburg)</b><br><br><img src='http://www.topcastles.com/images/large/bran.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=bran<br><br>31. Castelul Bran (Toerzburg)<br>Country: Rumania<br>Region: Transylvanië (Siebenbürgen)<br>Place: Brasov;Castelul Bran (Toerzburg)
32;rumelihissar;rumeli+hisari;Rumeli Hissar;Turkey;Turkije;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;Rumeli Hisari;;;41,085032;29,056676;;Alexios Comnesus;Alexios Comnesus;12;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Beschadigd;Damaged;3;"De Zwarte Toren bevat een ""oubliette"", een geheime kerker met alleen een opening in het plafond op vier meter hoogte. De noodlottigen die moesten verdwijnen werden in het gat gegooid en letterlijk vergeten en aan hun lot overgelaten. Nog twee andere ""oubliettes"" die zijn gevonden bevonden zich in Pierrefonds en de Bastille. De toren is zo genoemd omdat het daglicht alleen via de schietgaten naar binnen kon komen. Later is de toren als gevangenis gebruikt en werden zelfs de schietgaten gedicht waardoor het letterlijk alles zwart werd in de toren.";"De Zwarte Toren bevat een ""oubliette"", een geheime kerker met alleen een opening in het plafond op vier meter hoogte. De noodlottigen die moesten verdwijnen werden in het gat gegooid en letterlijk vergeten en aan hun lot overgelaten. Nog twee andere ""oubliettes"" die zijn gevonden bevonden zich in Pierrefonds en de Bastille. De toren is zo genoemd omdat het daglicht alleen via de schietgaten naar binnen kon komen. Later is de toren als gevangenis gebruikt en werden zelfs de schietgaten gedicht waardoor het letterlijk alles zwart werd in de toren.";Gelegen aan het smalste punt van de Bosporus aan de europese kant, tegenover Anadoli Hissar. Gebouwd door de grieken tegen invallen vanuit de Zwarte Zee.;Gelegen aan het smalste punt van de Bosporus aan de europese kant, tegenover Anadoli Hissar. Gebouwd door de grieken tegen invallen vanuit de Zwarte Zee.;;726,4964187;7,504587156;108;36;433,8522899;772,0587156;;523,3932059;336;<b>Rumeli Hissar</b><br><br><img src='http://www.topcastles.com/images/large/rumelihissar.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=rumelihissar<br><br>32. Rumeli Hissar<br>Country: Turkey<br>Region: <br>Place: Rumeli Hisari;Rumeli Hissar
33;saumur;saumur;Château de Saumur ;France;Frankrijk;;;Saumur-Tours;Pays de la Loire;pays-de-loire;47,25713091;-0,072816091;;Hertog Louis I van Anjou;Duke Louis I of Anjou;14;Rotskasteel;Rock castle;2;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Herbouwd/Verbouwd;Rebuild/Restored;2;"Afgebeeld op de maand september van het beroemde boek ""Très riches heures"" van Duc de Berry uit de 15de eeuw.";"This castle was represented in the famous book ""Très riches heures"" of  Duc de Berry (15th century) in the month September.";Oorspronkelijk stond er in de 12de-eeuw een ommuurde toren. In de 14de-eeuw werd deze gesloopt en maakte plaats voor het huidige kasteel, in een paleisachtige stijl zoals ook het Château de Louvre. In de 16de eeuw zijn de bastions toegevoegd. In de 17de-eeuw is de noordvleugel gesloopt vrij zicht vanaf het terras te krijgen.;Oorspronkelijk stond er in de 12de-eeuw een ommuurde toren. In de 14de-eeuw werd deze gesloopt en maakte plaats voor het huidige kasteel, in een paleisachtige stijl zoals ook het Château de Louvre. In de 16de eeuw zijn de bastions toegevoegd. In de 17de-eeuw is de noordvleugel gesloopt vrij zicht vanaf het terras te krijgen.;http://www.37-online.net/gb/castles/saumur_gb.html;725,7646519;8,059016393;304;51;380,4598136;866,7016393;2005;532,643739;0;<b>Château de Saumur </b><br><br><img src='http://www.topcastles.com/images/large/saumur.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=saumur<br><br>33. Château de Saumur <br>Country: France<br>Region: Pays de la Loire<br>Place: Saumur-Tours;Château de Saumur 
34;rochester;rochester;Rochester Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;Rochester (Kent);South East;south_east;51,38935393;0,501228643274;10089011473620359755;Bisschop Gundulf van Rochester;Bisschop Gundulf of Rochester;12;Havenburcht;Harbour castle;4;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;;;http://www.castles-abbeys.co.uk/Rochester-Castle.html;724,3035656;6,724358974;155;26;469,5395743;703,4358974;2009;601,3554041;224;<b>Rochester Castle</b><br><br><img src='http://www.topcastles.com/images/large/rochester.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=rochester<br><br>34. Rochester Castle<br>Country: England<br>Region: South East<br>Place: Rochester (Kent);Rochester Castle
35;loches;loches;Château de Loches ;France;Frankrijk;;;Loches;Centre;centre;47,12611111;0,998055556;6845852612572866143;Koning Philippe II Auguste van Frankrijk;King Philippe II Auguste of Frankrijk;11;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;;;http://www.lochesentouraine.com/francais/tourisme/sites-monument/index.htm;722,3332002;6,595744681;187;25;470,9399625;696,9744681;2005;659,3159474;0;<b>Château de Loches </b><br><br><img src='http://www.topcastles.com/images/large/loches.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=loches<br><br>35. Château de Loches <br>Country: France<br>Region: Centre<br>Place: Loches;Château de Loches 
36;coucy;coucy;Coucy-Le-Château;France;Frankrijk;;;Coucy-Le-Château;Picardie;picardie;49,52123129;3,318702992;;Enguerrand III (De Grote);Lord Enguerrand III (The Great);13;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Ruïne/Restant;Ruined/Partly remained;4;De 54 meter hoge donjon is in 1917 door terugtrekkende duitse troepen verwoest. Alleen de onderste laag van de bebouwing inclusief de kelders zijn bewaard gebleven. De restanten geven wel een goede indruk van de enorme sterkte van het kasteel.;The 54 metres high donjon was destroyed by german troops when retreating in World War I. The lower parts are still intact. The remains give a good impression of the original enormous strenght of the castle.;De oorspronkelijk donjon was met zijn 30 meter doorsnede en een hoogte van 54 meter ongetwijfeld de hoogste donjon van Frankrijk. ;;http://perso.wanadoo.fr/chateau.coucy;715,0328449;6,841584158;201;31;447,6151522;724,3584158;2005;626,661213;0;<b>Coucy-Le-Château</b><br><br><img src='http://www.topcastles.com/images/large/coucy.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=coucy<br><br>36. Coucy-Le-Château<br>Country: France<br>Region: Picardie<br>Place: Coucy-Le-Château;Coucy-Le-Château
37;trim;trim;Trim Castle;Republic of Ireland;Ierland;Britse Eilanden;British isles;;Meath;meath;53,554179;-6,788607;10752463144896183822;Hugh de Lacey;Hugh de Lacey;12;Waterburcht (Slot);Water castle;3;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;;;;714,7410436;7,578947368;56;38;422,4374169;769,0947368;;485,4123836;424;<b>Trim Castle</b><br><br><img src='http://www.topcastles.com/images/large/trim.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=trim<br><br>37. Trim Castle<br>Country: Republic of Ireland<br>Region: Meath<br>Place: ;Trim Castle
38;warwick;warwick;Warwick Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;Warwick (Warwickshire);West Midlands;west_midlands;52,27986111;-1,584166667;2979592776009511813;Earl Beauchamp;Earl Beauchamp;14;Hoogteburcht;Mountain castle;1;Later normandisch;Later norman;2;Beschadigd;Damaged;3; ; ;;;http://www.warwick-castle.co.uk;707,5322548;8,088983051;235;59;366,2034469;855,8983051;2009;456,6848257;224;<b>Warwick Castle</b><br><br><img src='http://www.topcastles.com/images/large/warwick.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=warwick<br><br>38. Warwick Castle<br>Country: England<br>Region: West Midlands<br>Place: Warwick (Warwickshire);Warwick Castle
39;blarney;blarney;Blarney Castle;Republic of Ireland;Ierland;Britse Eilanden;British isles;;Cork;cork;51,928889;-8,570833;;Cormac McCarthy;Cormac McCarthy;15;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3;Onder de kantelen bevindt zich de Blarney Stone waar een legende van zegt dat je welsprekend wordt als je hem kust.;Onder de kantelen bevindt zich de Blarney Stone waar een legende van zegt dat je welsprekend wordt als je hem kust.;;;http://www.blarneycastle.ie;706,3488437;7,020408163;48;32;445,0315951;711,6408163;;517,0442331;424;<b>Blarney Castle</b><br><br><img src='http://www.topcastles.com/images/large/blarney.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=blarney<br><br>39. Blarney Castle<br>Country: Republic of Ireland<br>Region: Cork<br>Place: ;Blarney Castle
40;marksburg;marksburg;Marksburg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Braubach;Rheinland-Pfalz;rheinland-pfalz;50,271906;7,649453;6938935285970815609;;;12;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Intakt;Intact;1; ; ;;;http://www.marksburg.de;702,2083899;7,898809524;167;52;378,408793;823,2809524;2004;529,7723102;0;<b>Marksburg</b><br><br><img src='http://www.topcastles.com/images/large/marksburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=marksburg<br><br>40. Marksburg<br>Country: Germany<br>Region: Rheinland-Pfalz<br>Place: Braubach;Marksburg
41;nurnberg;nurnberg;Kaiserburg Nürnberg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Nürnberg;Bayern;bayern;49,45770703;11,076365;4090107722772526917;Keizer Frederick Barbarossa van het heilige roomse rijk;Emperor Frederick Barbarossa of the holy roman empire;11;Stadsburcht;City castle;5;Donjon in weermuren;Donjon in curtain wall;7;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;http://www.schloesser.bayern.de/deutsch/schloss/objekte/nbg_burg.htm;697,5289993;6,744186047;128;33;441,6885522;700,0186047;;618,3639731;0;<b>Kaiserburg Nürnberg</b><br><br><img src='http://www.topcastles.com/images/large/nurnberg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=nurnberg<br><br>41. Kaiserburg Nürnberg<br>Country: Germany<br>Region: Bayern<br>Place: Nürnberg;Kaiserburg Nürnberg
42;himeji;himeji;Himeji-Jo (Shirasagi-Witte Reiger);Japan;Japan;Azië, Buiten Europa;Asia, Outside Europe;Himeji;;;34,07996;136,170044;;Norimura Akamatsu;Norimura Akamatsu;14;Stadsburcht;City castle;5;Donjon binnen weermuren;Donjon inside curtain wall;6;Intakt;Intact;1; ; ;De 16de-eeuwse donjon is omgeven door een labyrinth waardoor vijanden gedesoriënteerd raakten.;De 16de-eeuwse donjon is omgeven door een labyrinth waardoor vijanden gedesoriënteerd raakten.;http://www.himeji-castle.gr.jp/index/English/;696,9393174;8,219354839;154;64;356,1906394;852,7354839;;442,6668951;224;<b>Himeji-Jo (Shirasagi-Witte Reiger)</b><br><br><img src='http://www.topcastles.com/images/large/himeji.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=himeji<br><br>42. Himeji-Jo (Shirasagi-Witte Reiger)<br>Country: Japan<br>Region: <br>Place: Himeji;Himeji-Jo (Shirasagi-Witte Reiger)
43;pierrefonds;pierrefonds;Château de Pierrefonds;France;Frankrijk;;;Pierrefonds;Picardie;picardie;49,34633891;2,979778811;11369639012617027396;Hertog Louis van Orleans;Duke Louis of Orleans;14;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Herbouwd/Verbouwd;Rebuild/Restored;2;"Het kasteel bevatte drie ""oubliettes"", een geheime kerker met alleen een opening in het plafond. De noodlottigen die moesten verdwijnen werden in het gat gegooid en letterlijk vergeten en aan hun lot overgelaten.";"Het kasteel bevatte drie ""oubliettes"", een geheime kerker met alleen een opening in het plafond. De noodlottigen die moesten verdwijnen werden in het gat gegooid en letterlijk vergeten en aan hun lot overgelaten.";;;http://perso.wanadoo.fr/espace-libre/pierrefonds.html;690,6481565;8,402857143;349;92;317,3392215;910,0857143;2004;444,2749102;0;<b>Château de Pierrefonds</b><br><br><img src='http://www.topcastles.com/images/large/pierrefonds.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=pierrefonds<br><br>43. Château de Pierrefonds<br>Country: France<br>Region: Picardie<br>Place: Pierrefonds;Château de Pierrefonds
